state,lga,report_date,children_targeted,children_vaccinated,vaccination_team,campaign_phase,vaccination_coverage_pct
Ekiti,Ekiti West,2025-06-01,294.0,574.0,Team C,Initial,195.2
Ekiti,Moba,2025-06-21,376.0,,Team B,Initial,57.4
Ekiti,Ekiti East,2025-06-18,557.0,544.0,Team E,Initial,97.7
Ekiti,Gbonyin,2025-06-30,335.0,419.0,Team D,Follow-up,125.1
Ekiti,Ekiti South-East,2025-06-28,190.0,215.0,Team E,Initial,113.2
Ekiti,Efon,2025-06-16,442.0,45.0,Team B,Initial,10.2
Ekiti,Emure,2025-05-30,184.0,413.0,Team B,Initial,224.5
Ekiti,Ekiti South-East,2025-06-24,484.0,580.0,Team A,Initial,119.8
Ekiti,Emure,2025-05-30,441.0,182.0,Team E,Initial,41.3
Ekiti,Ekiti South-East,2025-06-25,598.0,79.0,Team D,Follow-up,13.2
Ekiti,Ekiti South-East,2025-07-01,511.0,482.0,Team E,Initial,94.3
Ekiti,Ekiti South-West,2025-06-04,183.0,129.0,Team D,Initial,70.5
Ekiti,Ido-Osi,2025-06-20,116.0,491.0,Team D,Initial,423.3
Ekiti,Ekiti West,2025-06-28,528.0,338.0,Team C,Initial,64.0
Ekiti,Irepodun/Ifelodun,2025-06-01,594.0,336.0,Team A,Initial,56.6
Ekiti,Ekiti West,2025-07-02,344.0,80.0,Team E,Initial,23.3
Ekiti,Ekiti South-East,2025-06-11,176.0,546.0,Team A,Follow-up,310.2
Ekiti,Ekiti South-West,2025-06-03,175.0,479.0,Team B,Follow-up,273.7
Ekiti,Irepodun/Ifelodun,2025-06-16,135.0,,Team D,Initial,256.3
Ekiti,Ijero,2025-06-08,576.0,580.0,Team A,Follow-up,100.7
Ekiti,Ekiti East,2025-06-25,546.0,392.0,Team D,Follow-up,71.8
Ekiti,Ise/Orun,2025-05-29,295.0,256.0,Team A,Follow-up,86.8
Ekiti,Irepodun/Ifelodun,2025-07-01,182.0,263.0,Team E,Initial,144.5
Ekiti,Ekiti South-East,2025-06-10,240.0,502.0,Team E,Initial,209.2
Ekiti,Ado-Ekiti,2025-06-16,497.0,281.0,Team B,Initial,56.5
Ekiti,Efon,2025-06-01,226.0,541.0,Team B,Initial,239.4
Ekiti,Ijero,2025-05-29,596.0,244.0,Team D,Follow-up,
Ekiti,Oye,2025-06-20,186.0,268.0,Team E,Initial,144.1
Ekiti,Ijero,2025-06-29,283.0,,Team E,Follow-up,48.4
Ekiti,Efon,2025-06-04,558.0,197.0,Team C,Initial,35.3
Ekiti,Irepodun/Ifelodun,2025-06-29,394.0,65.0,Team A,Initial,16.5
Ekiti,Ekiti South-West,2025-06-09,194.0,347.0,Team D,Initial,178.9
Ekiti,Ijero,2025-06-29,324.0,353.0,Team B,Initial,109.0
Ekiti,Ise/Orun,2025-06-20,367.0,133.0,Team D,Initial,36.2
Ekiti,Efon,2025-06-30,58.0,316.0,Team B,Initial,
Ekiti,Ikere,2025-06-14,424.0,566.0,Team B,Initial,133.5
Ekiti,Ekiti East,2025-06-08,425.0,114.0,Team D,Initial,26.8
Ekiti,Irepodun/Ifelodun,2025-06-16,475.0,156.0,Team B,Initial,32.8
Ekiti,Irepodun/Ifelodun,2025-06-11,508.0,451.0,Team D,Follow-up,88.8
Ekiti,Irepodun/Ifelodun,2025-06-12,175.0,498.0,Team A,Follow-up,284.6
Ekiti,Ekiti South-West,2025-06-29,449.0,278.0,Team C,Follow-up,61.9
Ekiti,Ekiti South-West,2025-06-08,140.0,95.0,Team E,Follow-up,67.9
Ekiti,Oye,2025-06-05,,559.0,Team E,Initial,108.8
Ekiti,Ekiti South-East,2025-06-03,495.0,270.0,Team A,Initial,54.5
Ekiti,Gbonyin,2025-06-29,166.0,268.0,Team E,Initial,161.4
Ekiti,Ekiti East,2025-06-04,191.0,175.0,Team D,Initial,91.6
Ekiti,Ekiti West,2025-06-18,158.0,421.0,Team A,Initial,266.5
Ekiti,Ekiti West,2025-06-20,305.0,215.0,Team D,Initial,70.5
Ekiti,Efon,2025-06-04,364.0,417.0,Team C,Follow-up,114.6
Ekiti,Efon,2025-06-23,551.0,,Team C,Follow-up,76.4
Ekiti,Gbonyin,2025-06-23,166.0,438.0,Team A,Initial,263.9
Ekiti,Ekiti South-West,2025-06-03,404.0,552.0,Team B,Initial,136.6
Ekiti,Ado-Ekiti,2025-06-25,147.0,411.0,Team B,Initial,279.6
Ekiti,Ekiti West,2025-05-30,528.0,112.0,Team C,Initial,21.2
Ekiti,Ise/Orun,2025-06-21,333.0,410.0,Team A,Initial,
Ekiti,Oye,2025-06-11,468.0,325.0,Team C,Follow-up,69.4
Ekiti,Ekiti West,2025-06-17,,319.0,Team B,Follow-up,63.0
Ekiti,Ekiti South-West,2025-06-14,419.0,228.0,Team B,Initial,54.4
Ekiti,Gbonyin,2025-06-25,180.0,445.0,Team B,Initial,247.2
Ekiti,Irepodun/Ifelodun,2025-07-02,380.0,324.0,Team E,Follow-up,85.3
Ekiti,Ekiti South-East,2025-06-30,293.0,506.0,Team B,Follow-up,172.7
Ekiti,Ekiti South-West,2025-06-08,66.0,303.0,Team D,Initial,459.1
Ekiti,Ekiti East,2025-06-22,402.0,179.0,Team D,Initial,44.5
Ekiti,Gbonyin,2025-06-12,196.0,206.0,Team E,Follow-up,105.1
Ekiti,Emure,2025-06-27,435.0,379.0,Team C,Follow-up,87.1
Ekiti,Ikole,2025-06-06,213.0,425.0,Team C,Follow-up,199.5
Ekiti,Ikole,2025-07-02,257.0,73.0,Team E,Follow-up,28.4
Ekiti,Moba,2025-05-31,,376.0,Team E,Initial,96.9
Ekiti,Ekiti South-West,2025-06-20,255.0,434.0,Team D,Initial,170.2
Ekiti,Irepodun/Ifelodun,2025-06-18,426.0,337.0,Team D,Initial,79.1
Ekiti,Ekiti South-East,2025-07-01,273.0,492.0,Team E,Initial,180.2
Ekiti,Ado-Ekiti,2025-06-07,76.0,67.0,Team C,Initial,88.2
Ekiti,Efon,2025-06-26,90.0,303.0,Team C,Initial,336.7
Ekiti,Oye,2025-06-18,538.0,,Team A,Follow-up,93.5
Ekiti,Emure,2025-06-08,449.0,343.0,Team C,Initial,76.4
Ekiti,Gbonyin,2025-06-27,543.0,,Team C,Initial,63.9
Ekiti,Efon,2025-06-26,178.0,342.0,Team D,Initial,192.1
Ekiti,Gbonyin,2025-06-14,333.0,,Team C,Follow-up,77.5
Ekiti,Oye,2025-06-12,160.0,,Team D,Initial,96.9
Ekiti,Moba,2025-06-06,516.0,381.0,Team D,Initial,73.8
Ekiti,Ekiti South-East,2025-06-19,158.0,98.0,Team C,Initial,62.0
Ekiti,Ijero,2025-06-27,482.0,115.0,Team B,Initial,23.9
Ekiti,Ekiti West,2025-06-13,555.0,44.0,Team E,Follow-up,7.9
Ekiti,Gbonyin,2025-06-30,228.0,466.0,Team E,Follow-up,204.4
Ekiti,Ado-Ekiti,2025-06-10,490.0,517.0,Team A,Follow-up,105.5
Ekiti,Ekiti East,2025-06-15,556.0,449.0,Team B,Initial,80.8
Ekiti,Ekiti South-West,2025-06-17,389.0,196.0,Team D,Initial,50.4
Ekiti,Ikole,2025-06-07,504.0,153.0,Team A,Initial,30.4
Ekiti,Ekiti East,2025-06-07,250.0,110.0,Team D,Initial,
Ekiti,Gbonyin,2025-06-13,579.0,507.0,Team A,Initial,87.6
Ekiti,Moba,2025-06-18,231.0,425.0,Team D,Follow-up,184.0
Ekiti,Ijero,2025-07-01,141.0,481.0,Team B,Initial,341.1
Ekiti,Ise/Orun,2025-06-20,191.0,467.0,Team B,Follow-up,102.17889258932206
Ekiti,Ijero,2025-06-08,217.0,461.0,Team D,Initial,212.4
Ekiti,Ado-Ekiti,2025-06-13,149.0,465.0,Team E,Follow-up,312.1
Ekiti,Ekiti West,2025-06-18,302.0,506.0,Team C,Initial,167.5
Ekiti,Irepodun/Ifelodun,2025-06-10,303.0,557.0,Team D,Follow-up,183.8
Ekiti,Moba,2025-06-14,423.0,474.0,Team C,Follow-up,112.1
Ekiti,Ikere,2025-06-04,486.0,118.0,Team C,Initial,24.3
Ekiti,Efon,2025-06-08,527.0,535.0,Team A,Initial,101.5
Ekiti,Emure,2025-06-04,267.0,509.0,Team A,Follow-up,190.6
Ekiti,Ekiti South-West,2025-06-10,92.0,366.0,Team E,Initial,397.8
Ekiti,Emure,2025-06-22,332.0,,Team C,Initial,63.6
Ekiti,Gbonyin,2025-06-07,233.0,589.0,Team A,Initial,252.8
Ekiti,Ikole,2025-06-07,287.0,324.0,Team B,Follow-up,112.9
Ekiti,Ido-Osi,2025-06-17,229.0,323.0,Team D,Initial,141.0
Ekiti,Ijero,2025-06-17,383.0,410.0,Team C,Follow-up,107.0
Ekiti,Moba,2025-06-25,397.0,56.0,Team A,Initial,14.1
Ekiti,Irepodun/Ifelodun,2025-06-15,478.0,446.0,Team C,Follow-up,93.3
Ekiti,Ekiti South-West,2025-06-10,66.0,205.0,Team B,Initial,310.6
Ekiti,Ekiti East,2025-06-04,437.0,305.0,Team C,Initial,69.8
Ekiti,Ikole,2025-06-04,342.0,437.0,Team E,Initial,127.8
Ekiti,Emure,2025-06-15,274.0,422.0,Team A,Initial,154.0
Ekiti,Ido-Osi,2025-06-11,209.0,430.0,Team C,Follow-up,
Ekiti,Ekiti West,2025-06-22,238.0,536.0,Team C,Follow-up,225.2
Ekiti,Ekiti West,2025-06-27,120.0,537.0,Team B,Follow-up,447.5
Ekiti,Efon,2025-05-31,431.0,517.0,Team E,Initial,120.0
Ekiti,Emure,2025-05-29,491.0,,Team D,Follow-up,99.2
Ekiti,Ekiti South-West,2025-06-23,310.0,,Team A,Initial,162.9
Ekiti,Ijero,2025-06-25,579.0,399.0,Team D,Initial,
Ekiti,Ido-Osi,2025-06-12,496.0,58.0,Team E,Initial,11.7
Ekiti,Moba,2025-06-30,174.0,83.0,Team D,Initial,47.7
Ekiti,Oye,2025-06-16,553.0,272.0,Team C,Follow-up,
Ekiti,Ekiti East,2025-06-27,543.0,347.0,Team D,Initial,63.9
Ekiti,Ekiti East,2025-05-30,544.0,368.0,Team B,Initial,67.6
Ekiti,Ekiti South-West,2025-06-07,574.0,573.0,Team D,Initial,99.8
Ekiti,Ekiti West,2025-06-14,539.0,542.0,Team C,Follow-up,100.6
Ekiti,Moba,2025-06-23,165.0,228.0,Team C,Follow-up,138.2
Ekiti,Ikole,2025-05-29,402.0,311.0,Team C,Follow-up,77.4
Ekiti,Ekiti South-West,2025-06-13,184.0,296.0,Team A,Follow-up,160.9
Ekiti,Oye,2025-06-25,320.0,504.0,Team C,Initial,157.5
Ekiti,Ekiti South-East,2025-06-24,273.0,165.0,Team B,Follow-up,60.4
Ekiti,Ado-Ekiti,2025-06-12,55.0,59.0,Team B,Follow-up,107.3
Ekiti,Ekiti South-East,2025-06-12,467.0,231.0,Team C,Initial,49.5
Ekiti,Ise/Orun,2025-06-09,577.0,205.0,Team C,Initial,35.5
Ekiti,Ise/Orun,2025-06-05,482.0,441.0,Team A,Follow-up,91.5
Ekiti,Emure,2025-06-27,331.0,44.0,Team A,Initial,13.3
Ekiti,Irepodun/Ifelodun,2025-06-25,324.0,239.0,Team D,Follow-up,73.8
Ekiti,Ekiti South-West,2025-06-18,,489.0,Team E,Initial,270.2
Ekiti,Ekiti South-East,2025-06-14,393.0,358.0,Team C,Initial,91.1
Ekiti,Ekiti South-East,2025-06-04,409.0,440.0,Team D,Initial,107.6
Ekiti,Moba,2025-06-24,114.0,323.0,Team C,Initial,283.3
Ekiti,Ido-Osi,2025-06-13,401.0,450.0,Team A,Initial,112.2
Ekiti,Ikole,2025-06-23,110.0,491.0,Team E,Initial,446.4
Ekiti,Ado-Ekiti,2025-06-08,313.0,412.0,Team A,Initial,131.6
Ekiti,Ikere,2025-06-14,526.0,,Team A,Follow-up,12.9
Ekiti,Ado-Ekiti,2025-06-25,90.0,322.0,Team C,Follow-up,357.8
Ekiti,Ise/Orun,2025-06-28,510.0,429.0,Team C,Initial,105.89364033146843
Ekiti,Ekiti South-West,2025-06-27,506.0,243.0,Team D,Follow-up,48.0
Ekiti,Moba,2025-05-30,328.0,246.0,Team D,Follow-up,75.0
Ekiti,Ekiti South-East,2025-06-24,192.0,164.0,Team C,Initial,85.4
Ekiti,Efon,2025-07-01,360.0,224.0,Team C,Initial,62.2
Ekiti,Ikole,2025-06-09,143.0,467.0,Team A,Initial,326.6
Ekiti,Oye,2025-06-18,67.0,463.0,Team A,Follow-up,691.0
Ekiti,Ado-Ekiti,2025-05-29,338.0,156.0,Team E,Initial,107.32869057083965
Ekiti,Efon,2025-06-22,592.0,332.0,Team B,Follow-up,56.1
Ekiti,Ijero,2025-06-29,562.0,186.0,Team A,Initial,33.1
Ekiti,Gbonyin,2025-06-04,560.0,266.0,Team C,Initial,47.5
Ekiti,Ikole,2025-05-31,292.0,70.0,Team D,Follow-up,24.0
Ekiti,Ido-Osi,2025-06-14,329.0,278.0,Team B,Follow-up,84.5
Ekiti,Oye,2025-07-02,386.0,569.0,Team D,Follow-up,147.4
Ekiti,Irepodun/Ifelodun,2025-06-11,228.0,114.0,Team B,Initial,50.0
Ekiti,Emure,2025-06-08,149.0,,Team A,Initial,338.3
Ekiti,Moba,2025-06-10,236.0,150.0,Team C,Follow-up,63.6
Ekiti,Ido-Osi,2025-07-01,121.0,465.0,Team E,Initial,384.3
Ekiti,Ijero,2025-06-20,331.0,332.0,Team D,Initial,100.3
Ekiti,Ikere,2025-06-04,399.0,387.0,Team B,Follow-up,97.0
Ekiti,Ekiti East,2025-06-27,317.0,71.0,Team D,Initial,22.4
Ekiti,Ekiti West,2025-07-02,454.0,66.0,Team C,Follow-up,14.5
Ekiti,Ekiti West,2025-06-11,225.0,310.0,Team B,Initial,137.8
Ekiti,Ekiti South-East,2025-06-28,480.0,447.0,Team C,Follow-up,93.1
Ekiti,Ise/Orun,2025-06-30,73.0,59.0,Team A,Follow-up,80.8
Ekiti,Moba,2025-05-30,308.0,514.0,Team D,Initial,166.9
Ekiti,Ikole,2025-06-21,458.0,67.0,Team B,Follow-up,14.6
Ekiti,Efon,2025-07-01,390.0,228.0,Team B,Initial,58.5
Ekiti,Ido-Osi,2025-06-19,,287.0,Team B,Initial,104.0
Ekiti,Ido-Osi,2025-06-24,74.0,228.0,Team B,Initial,308.1
Ekiti,Ekiti South-West,2025-06-27,242.0,576.0,Team A,Initial,238.0
Ekiti,Efon,2025-06-11,436.0,67.0,Team E,Initial,15.4
Ekiti,Ido-Osi,2025-06-09,508.0,553.0,Team D,Follow-up,108.9
Ekiti,Gbonyin,2025-06-23,421.0,439.0,Team D,Initial,104.3
Ekiti,Gbonyin,2025-06-30,387.0,232.0,Team B,Initial,59.9
Ekiti,Ekiti West,2025-06-05,64.0,404.0,Team A,Follow-up,631.2
Ekiti,Irepodun/Ifelodun,2025-06-20,180.0,355.0,Team D,Follow-up,197.2
Ekiti,Ekiti South-West,2025-06-01,246.0,298.0,Team C,Initial,121.1
Ekiti,Ekiti East,2025-06-14,458.0,471.0,Team B,Initial,102.8
Ekiti,Irepodun/Ifelodun,2025-06-15,321.0,376.0,Team A,Initial,117.1
Ekiti,Gbonyin,2025-06-22,566.0,95.0,Team E,Initial,16.8
Ekiti,Ado-Ekiti,2025-06-23,356.0,188.0,Team D,Initial,52.8
Ekiti,Ado-Ekiti,2025-06-01,458.0,,Team C,Follow-up,111.1
Ekiti,Ido-Osi,2025-05-29,481.0,390.0,Team D,Initial,81.1
Ekiti,Ikole,2025-06-02,155.0,371.0,Team D,Initial,239.4
Ekiti,Ijero,2025-06-24,498.0,125.0,Team C,Initial,25.1
Ekiti,Ijero,2025-06-24,511.0,314.0,Team E,Follow-up,61.4
Ekiti,Ekiti East,2025-06-20,341.0,397.0,Team E,Follow-up,116.4
Ekiti,Ikere,2025-06-14,469.0,112.0,Team E,Follow-up,23.9
Ekiti,Gbonyin,2025-06-04,505.0,475.0,Team E,Follow-up,94.1
Ekiti,Efon,2025-06-12,343.0,390.0,Team C,Follow-up,113.7
Ekiti,Efon,2025-06-17,184.0,311.0,Team D,Initial,169.0
Ekiti,Ekiti South-East,2025-06-23,290.0,59.0,Team B,Initial,20.3
Ekiti,Gbonyin,2025-07-01,464.0,522.0,Team D,Initial,112.5
Ekiti,Ekiti South-West,2025-06-12,534.0,85.0,Team C,Initial,15.9
Ekiti,Ado-Ekiti,2025-06-23,425.0,402.0,Team D,Initial,94.6
Ekiti,Ekiti East,2025-06-27,142.0,62.0,Team D,Initial,43.7
Ekiti,Moba,2025-06-11,535.0,425.0,Team B,Follow-up,79.4
Ekiti,Ado-Ekiti,2025-06-08,348.0,322.0,Team C,Initial,92.5
Ekiti,Ekiti West,2025-06-06,379.0,231.0,Team D,Initial,60.9
Ekiti,Efon,2025-06-02,479.0,169.0,Team B,Initial,35.3
Ekiti,Ikere,2025-06-10,429.0,205.0,Team C,Follow-up,47.8
Ekiti,Ise/Orun,2025-06-28,373.0,121.0,Team C,Initial,32.4
Ekiti,Ido-Osi,2025-06-12,358.0,589.0,Team B,Initial,164.5
Ekiti,Gbonyin,2025-06-07,,512.0,Team B,Follow-up,673.7
Ekiti,Gbonyin,2025-06-20,287.0,551.0,Team E,Initial,192.0
Ekiti,Moba,2025-06-24,139.0,387.0,Team A,Initial,278.4
Ekiti,Ikere,2025-06-27,277.0,291.0,Team E,Follow-up,105.1
Ekiti,Ijero,2025-06-16,273.0,334.0,Team B,Initial,122.3
Ekiti,Moba,2025-06-06,555.0,,Team A,Initial,20.5
Ekiti,Ido-Osi,2025-06-28,455.0,85.0,Team A,Initial,18.7
Ekiti,Ise/Orun,2025-06-20,182.0,240.0,Team E,Initial,131.9
Ekiti,Ikere,2025-06-12,476.0,277.0,Team B,Initial,58.2
Ekiti,Ikere,2025-06-15,151.0,462.0,Team A,Follow-up,306.0
Ekiti,Ise/Orun,2025-06-22,597.0,487.0,Team D,Follow-up,81.6
Ekiti,Ido-Osi,2025-06-14,341.0,326.0,Team D,Initial,95.6
Ekiti,Ekiti West,2025-06-25,65.0,,Team A,Follow-up,670.8
Ekiti,Ekiti South-East,2025-06-09,248.0,147.0,Team A,Initial,59.3
Ekiti,Ikole,2025-06-28,143.0,503.0,Team D,Follow-up,351.7
Ekiti,Moba,2025-05-29,162.0,510.0,Team A,Follow-up,314.8
Ekiti,Emure,2025-06-15,83.0,203.0,Team C,Follow-up,244.6
Ekiti,Ekiti West,2025-06-20,236.0,379.0,Team C,Follow-up,160.6
Ekiti,Efon,2025-06-13,501.0,583.0,Team E,Initial,116.4
Ekiti,Ido-Osi,2025-06-17,284.0,278.0,Team E,Initial,97.9
Ekiti,Efon,2025-06-18,252.0,522.0,Team C,Initial,207.1
Ekiti,Ikole,2025-06-28,508.0,88.0,Team A,Initial,17.3
Ekiti,Ekiti West,2025-06-29,161.0,281.0,Team C,Follow-up,174.5
Ekiti,Ikere,2025-06-25,57.0,438.0,Team E,Initial,768.4
Ekiti,Ado-Ekiti,2025-06-03,220.0,433.0,Team E,Initial,196.8
Ekiti,Ekiti West,2025-06-21,51.0,133.0,Team B,Initial,260.8
Ekiti,Ekiti West,2025-06-07,480.0,62.0,Team D,Initial,
Ekiti,Efon,2025-06-17,547.0,120.0,Team B,Follow-up,21.9
Ekiti,Moba,2025-06-22,231.0,295.0,Team A,Initial,
Ekiti,Ado-Ekiti,2025-06-01,171.0,266.0,Team E,Initial,155.6
Ekiti,Ise/Orun,2025-06-03,393.0,509.0,Team D,Follow-up,
Ekiti,Ekiti West,2025-06-18,184.0,169.0,Team A,Follow-up,91.8
Ekiti,Ido-Osi,2025-06-06,140.0,184.0,Team C,Follow-up,131.4
Ekiti,Ise/Orun,2025-07-01,515.0,568.0,Team C,Follow-up,110.3
Ekiti,Ado-Ekiti,2025-06-20,310.0,183.0,Team E,Initial,59.0
Ekiti,Gbonyin,2025-05-29,298.0,368.0,Team A,Follow-up,123.5
Ekiti,Efon,2025-05-29,399.0,323.0,Team C,Initial,81.0
Ekiti,Ekiti South-West,2025-06-11,344.0,192.0,Team D,Initial,55.8
Ekiti,Ikere,2025-06-02,156.0,472.0,Team E,Initial,302.6
Ekiti,Ekiti South-West,2025-06-16,102.0,426.0,Team E,Initial,417.6
Ekiti,Ikere,2025-06-14,373.0,488.0,Team C,Initial,
Ekiti,Oye,2025-06-04,177.0,357.0,Team E,Initial,201.7
Ekiti,Ikere,2025-06-07,312.0,134.0,Team C,Initial,42.9
Ekiti,Moba,2025-06-12,557.0,570.0,Team B,Follow-up,102.3
Ekiti,Ikole,2025-06-09,319.0,548.0,Team B,Initial,171.8
Ekiti,Ado-Ekiti,2025-06-26,461.0,237.0,Team D,Initial,51.4
Ekiti,Ikole,2025-06-20,199.0,128.0,Team D,Follow-up,64.3
Ekiti,Emure,2025-06-07,532.0,478.0,Team C,Initial,89.8
Ekiti,Ise/Orun,2025-06-11,84.0,133.0,Team B,Follow-up,158.3
Ekiti,Ijero,2025-06-23,73.0,286.0,Team A,Follow-up,391.8
Ekiti,Irepodun/Ifelodun,2025-07-02,75.0,464.0,Team E,Initial,618.7
Ekiti,Ikole,2025-06-08,575.0,54.0,Team A,Initial,9.4
Ekiti,Gbonyin,2025-06-03,318.0,77.0,Team E,Initial,24.2
Ekiti,Ikere,2025-06-17,589.0,566.0,Team A,Initial,96.1
Ekiti,Emure,2025-06-10,389.0,226.0,Team B,Initial,58.1
Ekiti,Efon,2025-06-29,241.0,,Team A,Follow-up,76.8
Ekiti,Ekiti South-East,2025-06-11,474.0,303.0,Team E,Follow-up,63.9
Ekiti,Ekiti South-East,2025-07-01,282.0,474.0,Team A,Initial,168.1
Ekiti,Ijero,2025-06-03,582.0,347.0,Team B,Initial,59.6
Ekiti,Ikere,2025-06-26,487.0,63.0,Team C,Initial,12.9
Ekiti,Ido-Osi,2025-06-05,544.0,341.0,Team E,Initial,62.7
Ekiti,Ido-Osi,2025-06-05,492.0,51.0,Team E,Initial,10.4
Ekiti,Ikere,2025-06-14,130.0,77.0,Team E,Initial,59.2
Ekiti,Oye,2025-06-24,513.0,456.0,Team C,Initial,88.9
Ekiti,Ido-Osi,2025-06-12,186.0,145.0,Team C,Initial,78.0
Ekiti,Ekiti West,2025-06-06,92.0,379.0,Team E,Initial,
Ekiti,Ado-Ekiti,2025-06-28,436.0,203.0,Team A,Follow-up,46.6
Ekiti,Ise/Orun,2025-06-29,522.0,67.0,Team C,Initial,12.8
Ekiti,Ado-Ekiti,2025-06-01,246.0,357.0,Team A,Initial,145.1
Ekiti,Gbonyin,2025-06-28,459.0,386.0,Team B,Initial,84.1
Ekiti,Efon,2025-06-27,64.0,455.0,Team E,Initial,710.9
Ekiti,Ekiti West,2025-06-07,477.0,213.0,Team E,Follow-up,44.7
Ekiti,Ise/Orun,2025-06-29,78.0,138.0,Team C,Initial,176.9
Ekiti,Ado-Ekiti,2025-06-13,132.0,238.0,Team D,Initial,180.3
Ekiti,Ise/Orun,2025-06-29,480.0,481.0,Team D,Initial,100.2
Ekiti,Ado-Ekiti,2025-06-08,339.0,226.0,Team B,Follow-up,66.7
Ekiti,Ikere,2025-07-02,227.0,436.0,Team A,Follow-up,192.1
Ekiti,Ijero,2025-05-29,379.0,424.0,Team A,Initial,111.9
Ekiti,Ikere,2025-06-08,506.0,270.0,Team A,Follow-up,53.4
Ekiti,Ekiti East,2025-06-18,520.0,163.0,Team E,Initial,31.3
Ekiti,Irepodun/Ifelodun,2025-06-27,141.0,,Team C,Initial,67.4
Ekiti,Ijero,2025-06-29,374.0,482.0,Team C,Initial,128.9
Ekiti,Ise/Orun,2025-06-16,145.0,173.0,Team A,Initial,106.38595151335919
Ekiti,Ekiti South-East,2025-06-27,464.0,350.0,Team E,Initial,75.4
Ekiti,Ijero,2025-06-21,432.0,145.0,Team D,Initial,33.6
Ekiti,Ekiti South-West,2025-06-25,151.0,390.0,Team D,Initial,258.3
Ekiti,Ekiti South-West,2025-06-24,500.0,399.0,Team B,Initial,79.8
Ekiti,Ikere,2025-06-02,216.0,585.0,Team A,Initial,270.8
Ekiti,Efon,2025-06-09,512.0,302.0,Team D,Initial,59.0
Ekiti,Irepodun/Ifelodun,2025-06-21,540.0,572.0,Team A,Initial,105.9
Ekiti,Ekiti South-East,2025-05-30,256.0,405.0,Team E,Initial,158.2
Ekiti,Ikere,2025-05-30,252.0,509.0,Team A,Initial,
Ekiti,Ekiti South-West,2025-05-31,186.0,458.0,Team E,Follow-up,246.2
Ekiti,Ijero,2025-06-19,494.0,149.0,Team D,Follow-up,30.2
Ekiti,Gbonyin,2025-06-04,378.0,370.0,Team D,Initial,97.9
Ekiti,Efon,2025-06-30,350.0,,Team E,Follow-up,137.1
Ekiti,Ado-Ekiti,2025-06-28,494.0,205.0,Team E,Initial,41.5
Ekiti,Ekiti East,2025-06-29,80.0,466.0,Team D,Initial,582.5
Ekiti,Ado-Ekiti,2025-06-07,358.0,79.0,Team C,Initial,22.1
Ekiti,Ado-Ekiti,2025-05-31,420.0,187.0,Team C,Initial,44.5
Ekiti,Gbonyin,2025-06-11,97.0,293.0,Team C,Initial,302.1
Ekiti,Ise/Orun,2025-06-24,381.0,411.0,Team D,Initial,107.9
Ekiti,Ekiti West,2025-06-06,60.0,188.0,Team C,Initial,313.3
Ekiti,Ikole,2025-06-19,580.0,523.0,Team B,Follow-up,90.2
Ekiti,Irepodun/Ifelodun,2025-06-04,358.0,265.0,Team D,Initial,74.0
Ekiti,Irepodun/Ifelodun,2025-06-21,564.0,549.0,Team B,Initial,97.3
Ekiti,Ekiti West,2025-06-19,387.0,124.0,Team D,Initial,32.0
Ekiti,Ijero,2025-06-28,539.0,99.0,Team A,Follow-up,18.4
Ekiti,Ekiti South-West,2025-07-01,167.0,71.0,Team C,Initial,42.5
Ekiti,Irepodun/Ifelodun,2025-06-11,177.0,361.0,Team E,Initial,204.0
Ekiti,Ekiti West,2025-06-16,357.0,372.0,Team B,Follow-up,104.2
Ekiti,Ekiti East,2025-06-25,529.0,453.0,Team B,Initial,85.6
Ekiti,Ekiti West,2025-06-19,387.0,93.0,Team E,Initial,24.0
Ekiti,Ekiti South-East,2025-06-25,539.0,291.0,Team D,Initial,54.0
Ekiti,Ijero,2025-06-14,484.0,473.0,Team E,Follow-up,97.7
Ekiti,Irepodun/Ifelodun,2025-06-01,321.0,504.0,Team B,Follow-up,157.0
Ekiti,Ikere,2025-06-16,89.0,490.0,Team B,Follow-up,550.6
Ekiti,Ekiti South-West,2025-06-16,275.0,522.0,Team A,Follow-up,189.8
Ekiti,Moba,2025-06-20,241.0,227.0,Team B,Initial,94.2
Ekiti,Gbonyin,2025-06-29,559.0,456.0,Team E,Initial,81.6
Ekiti,Ekiti South-West,2025-06-23,576.0,204.0,Team E,Initial,35.4
Ekiti,Ado-Ekiti,2025-06-19,58.0,576.0,Team A,Initial,993.1
Ekiti,Emure,2025-06-30,159.0,464.0,Team C,Initial,291.8
Ekiti,Emure,2025-06-15,238.0,325.0,Team A,Initial,136.6
Ekiti,Efon,2025-06-30,380.0,520.0,Team A,Initial,
Ekiti,Ekiti South-East,2025-06-20,227.0,462.0,Team B,Initial,203.5
Ekiti,Efon,2025-06-11,206.0,133.0,Team B,Follow-up,64.6
Ekiti,Moba,2025-06-29,93.0,501.0,Team B,Initial,538.7
Ekiti,Ekiti South-East,2025-06-05,393.0,122.0,Team D,Initial,31.0
Ekiti,Ekiti South-East,2025-06-19,220.0,535.0,Team C,Follow-up,243.2
Ekiti,Ijero,2025-06-10,80.0,393.0,Team E,Initial,491.2
Ekiti,Ikere,2025-06-18,585.0,513.0,Team A,Follow-up,87.7
Ekiti,Ekiti East,2025-06-17,548.0,308.0,Team D,Initial,56.2
Ekiti,Ikere,2025-06-06,511.0,577.0,Team A,Initial,112.9
